[PowderLattice 1]
2.0*thetadeg
  79.04722 1.0   -11    -4     5
  82.24138 1.0   -11    -4     6
  85.98601 1.0   -11    -4     7
  90.28648 1.0   -11    -4     8
  88.28087 1.0   -11    -3    -8
  83.97283 1.0   -11    -3    -7
  80.21218 1.0   -11    -3    -6
  76.99712 1.0   -11    -3    -5
  74.33573 1.0   -11    -3    -4
  72.24184 1.0   -11    -3    -3
  70.73122 1.0   -11    -3    -2
  69.81820 1.0   -11    -3    -1
  69.51268 1.0   -11    -3     0
  69.81820 1.0   -11    -3     1
  70.73122 1.0   -11    -3     2
  72.24184 1.0   -11    -3     3
  74.33573 1.0   -11    -3     4
  76.99712 1.0   -11    -3     5
  80.21218 1.0   -11    -3     6
  83.97283 1.0   -11    -3     7
  88.28087 1.0   -11    -3     8
  86.84714 1.0   -11    -2    -8
  82.53041 1.0   -11    -2    -7
  78.75528 1.0   -11    -2    -6
  75.52249 1.0   -11    -2    -5
  72.84246 1.0   -11    -2    -4
  70.73122 1.0   -11    -2    -3
  69.20656 1.0   -11    -2    -2
  68.28438 1.0   -11    -2    -1
  67.97569 1.0   -11    -2     0
  68.28438 1.0   -11    -2     1
  69.20656 1.0   -11    -2     2
  70.73122 1.0   -11    -2     3
  72.84246 1.0   -11    -2     4
  75.52249 1.0   -11    -2     5
  78.75528 1.0   -11    -2     6
  82.53041 1.0   -11    -2     7
  86.84714 1.0   -11    -2     8
  85.98601 1.0   -11    -1    -8
  81.66272 1.0   -11    -1    -7
  77.87765 1.0   -11    -1    -6
  74.63305 1.0   -11    -1    -5
  71.94077 1.0   -11    -1    -4
  69.81820 1.0   -11    -1    -3
  68.28438 1.0   -11    -1    -2
  67.35626 1.0   -11    -1    -1
  67.04550 1.0   -11    -1     0
  67.35626 1.0   -11    -1     1
  68.28438 1.0   -11    -1     2
  69.81820 1.0   -11    -1     3
  71.94077 1.0   -11    -1     4
  74.63305 1.0   -11    -1     5
  77.87765 1.0   -11    -1     6
  81.66272 1.0   -11    -1     7
  85.98601 1.0   -11    -1     8
  85.69878 1.0   -11     0    -8
  81.37307 1.0   -11     0    -7
  77.58447 1.0   -11     0    -6
  74.33573 1.0   -11     0    -5
  71.63919 1.0   -11     0    -4
  69.51268 1.0   -11     0    -3
  67.97569 1.0   -11     0    -2
  67.04550 1.0   -11     0    -1
  66.73403 1.0   -11     0     0
  67.04550 1.0   -11     0     1
  67.97569 1.0   -11     0     2
  69.51268 1.0   -11     0     3
  71.63919 1.0   -11     0     4
  74.33573 1.0   -11     0     5
  77.58447 1.0   -11     0     6
  81.37307 1.0   -11     0     7
  85.69878 1.0   -11     0     8
  85.98601 1.0   -11     1    -8
  81.66272 1.0   -11     1    -7
  77.87765 1.0   -11     1    -6
  74.63305 1.0   -11     1    -5
  71.94077 1.0   -11     1    -4
  69.81820 1.0   -11     1    -3
  68.28438 1.0   -11     1    -2
  67.35626 1.0   -11     1    -1
  67.04550 1.0   -11     1     0
  67.35626 1.0   -11     1     1
  68.28438 1.0   -11     1     2
  69.81820 1.0   -11     1     3
  71.94077 1.0   -11     1     4
  74.63305 1.0   -11     1     5
  77.87765 1.0   -11     1     6
  81.66272 1.0   -11     1     7
  85.98601 1.0   -11     1     8
  86.84714 1.0   -11     2    -8
  82.53041 1.0   -11     2    -7
  78.75528 1.0   -11     2    -6
  75.52249 1.0   -11     2    -5
  72.84246 1.0   -11     2    -4
  70.73122 1.0   -11     2    -3
  69.20656 1.0   -11     2    -2
  68.28438 1.0   -11     2    -1
  67.97569 1.0   -11     2     0
  68.28438 1.0   -11     2     1
  69.20656 1.0   -11     2     2
  70.73122 1.0   -11     2     3
  72.84246 1.0   -11     2     4
  75.52249 1.0   -11     2     5
  78.75528 1.0   -11     2     6
  82.53041 1.0   -11     2     7
  86.84714 1.0   -11     2     8
  88.28087 1.0   -11     3    -8
  83.97283 1.0   -11     3    -7
  80.21218 1.0   -11     3    -6
  76.99712 1.0   -11     3    -5
  74.33573 1.0   -11     3    -4
  72.24184 1.0   -11     3    -3
  70.73122 1.0   -11     3    -2
  69.81820 1.0   -11     3    -1
  69.51268 1.0   -11     3     0
  69.81820 1.0   -11     3     1
  70.73122 1.0   -11     3     2
  72.24184 1.0   -11     3     3
  74.33573 1.0   -11     3     4
  76.99712 1.0   -11     3     5
  80.21218 1.0   -11     3     6
  83.97283 1.0   -11     3     7
  88.28087 1.0   -11     3     8
  90.28648 1.0   -11     4    -8
  85.98601 1.0   -11     4    -7
  82.24138 1.0   -11     4    -6
  79.04722 1.0   -11     4    -5
  76.40838 1.0   -11     4    -4
  74.33573 1.0   -11     4    -3
  72.84246 1.0   -11     4    -2
  71.94077 1.0   -11     4    -1
  71.63919 1.0   -11     4     0
  71.94077 1.0   -11     4     1
  72.84246 1.0   -11     4     2
  74.33573 1.0   -11     4     3
  76.40838 1.0   -11     4     4
  79.04722 1.0   -11     4     5
  82.24138 1.0   -11     4     6
  85.98601 1.0   -11     4     7
  90.28648 1.0   -11     4     8
  88.56746 1.0   -11     5    -7
  84.83639 1.0   -11     5    -6
  81.66272 1.0   -11     5    -5
  79.04722 1.0   -11     5    -4
  76.99712 1.0   -11     5    -3
  75.52249 1.0   -11     5    -2
  74.63305 1.0   -11     5    -1
  74.33573 1.0   -11     5     0
  74.63305 1.0   -11     5     1
  75.52249 1.0   -11     5     2
  76.99712 1.0   -11     5     3
  79.04722 1.0   -11     5     4
  81.66272 1.0   -11     5     5
  84.83639 1.0   -11     5     6
  88.56746 1.0   -11     5     7
  87.99424 1.0   -11     6    -6
  84.83639 1.0   -11     6    -5
  82.24138 1.0   -11     6    -4
  80.21218 1.0   -11     6    -3
  78.75528 1.0   -11     6    -2
  77.87765 1.0   -11     6    -1
  77.58447 1.0   -11     6     0
  77.87765 1.0   -11     6     1
  78.75528 1.0   -11     6     2
  80.21218 1.0   -11     6     3
  82.24138 1.0   -11     6     4
  84.83639 1.0   -11     6     5
  87.99424 1.0   -11     6     6
  88.56746 1.0   -11     7    -5
  85.98601 1.0   -11     7    -4
  83.97283 1.0   -11     7    -3
  82.53041 1.0   -11     7    -2
  81.66272 1.0   -11     7    -1
  81.37307 1.0   -11     7     0
  81.66272 1.0   -11     7     1
  82.53041 1.0   -11     7     2
  83.97283 1.0   -11     7     3
  85.98601 1.0   -11     7     4
  88.56746 1.0   -11     7     5
  90.28648 1.0   -11     8    -4
  88.28087 1.0   -11     8    -3
  86.84714 1.0   -11     8    -2
  85.98601 1.0   -11     8    -1
  85.69878 1.0   -11     8     0
  85.98601 1.0   -11     8     1
  86.84714 1.0   -11     8     2
  88.28087 1.0   -11     8     3
  90.28648 1.0   -11     8     4
  90.28648 1.0   -10   -10    -1
  90.00000 1.0   -10   -10     0
  90.28648 1.0   -10   -10     1
  89.14053 1.0   -10    -9    -4
  87.13402 1.0   -10    -9    -3
  85.69878 1.0   -10    -9    -2
  84.83639 1.0   -10    -9    -1
  84.54868 1.0   -10    -9     0
  84.83639 1.0   -10    -9     1
  85.69878 1.0   -10    -9     2
  87.13402 1.0   -10    -9     3
  89.14053 1.0   -10    -9     4
  90.00000 1.0   -10    -8    -6
  86.84714 1.0   -10    -8    -5
  84.26083 1.0   -10    -8    -4
  82.24138 1.0   -10    -8    -3
  80.79310 1.0   -10    -8    -2
  79.92134 1.0   -10    -8    -1
  79.63024 1.0   -10    -8     0
  79.92134 1.0   -10    -8     1
  80.79310 1.0   -10    -8     2
  82.24138 1.0   -10    -8     3
  84.26083 1.0   -10    -8     4
  86.84714 1.0   -10    -8     5
  90.00000 1.0   -10    -8     6
  89.42703 1.0   -10    -7    -7
  85.69878 1.0   -10    -7    -6
  82.53041 1.0   -10    -7    -5
  79.92134 1.0   -10    -7    -4
  77.87765 1.0   -10    -7    -3
  76.40838 1.0   -10    -7    -2
  75.52249 1.0   -10    -7    -1
  75.22641 1.0   -10    -7     0
  75.52249 1.0   -10    -7     1
  76.40838 1.0   -10    -7     2
  77.87765 1.0   -10    -7     3
  79.92134 1.0   -10    -7     4
  82.53041 1.0   -10    -7     5
  85.69878 1.0   -10    -7     6
  89.42703 1.0   -10    -7     7
  90.00000 1.0   -10    -6    -8
  85.69878 1.0   -10    -6    -7
  81.95215 1.0   -10    -6    -6
  78.75528 1.0   -10    -6    -5
  76.11346 1.0   -10    -6    -4
  74.03799 1.0   -10    -6    -3
  72.54240 1.0   -10    -6    -2
  71.63919 1.0   -10    -6    -1
  71.33708 1.0   -10    -6     0
  71.63919 1.0   -10    -6     1
  72.54240 1.0   -10    -6     2
  74.03799 1.0   -10    -6     3
  76.11346 1.0   -10    -6     4
  78.75528 1.0   -10    -6     5
  81.95215 1.0   -10    -6     6
  85.69878 1.0   -10    -6     7
  90.00000 1.0   -10    -6     8
  86.84714 1.0   -10    -5    -8
  82.53041 1.0   -10    -5    -7
  78.75528 1.0   -10    -5    -6
  75.52249 1.0   -10    -5    -5
  72.84246 1.0   -10    -5    -4
  70.73122 1.0   -10    -5    -3
  69.20656 1.0   -10    -5    -2
  68.28438 1.0   -10    -5    -1
  67.97569 1.0   -10    -5     0
  68.28438 1.0   -10    -5     1
  69.20656 1.0   -10    -5     2
  70.73122 1.0   -10    -5     3
  72.84246 1.0   -10    -5     4
  75.52249 1.0   -10    -5     5
  78.75528 1.0   -10    -5     6
  82.53041 1.0   -10    -5     7
  86.84714 1.0   -10    -5     8
  89.14053 1.0   -10    -4    -9
  84.26083 1.0   -10    -4    -8
  79.92134 1.0   -10    -4    -7
  76.11346 1.0   -10    -4    -6
  72.84246 1.0   -10    -4    -5
  70.12313 1.0   -10    -4    -4
  67.97569 1.0   -10    -4    -3
  66.42182 1.0   -10    -4    -2
  65.48068 1.0   -10    -4    -1
  65.16541 1.0   -10    -4     0
  65.48068 1.0   -10    -4     1
  66.42182 1.0   -10    -4     2
  67.97569 1.0   -10    -4     3
  70.12313 1.0   -10    -4     4
  72.84246 1.0   -10    -4     5
  76.11346 1.0   -10    -4     6
  79.92134 1.0   -10    -4     7
  84.26083 1.0   -10    -4     8
  89.14053 1.0   -10    -4     9
  87.13402 1.0   -10    -3    -9
  82.24138 1.0   -10    -3    -8
  77.87765 1.0   -10    -3    -7
  74.03799 1.0   -10    -3    -6
  70.73122 1.0   -10    -3    -5
  67.97569 1.0   -10    -3    -4
  65.79517 1.0   -10    -3    -3
  64.21471 1.0   -10    -3    -2
  63.25632 1.0   -10    -3    -1
  62.93507 1.0   -10    -3     0
  63.25632 1.0   -10    -3     1
  64.21471 1.0   -10    -3     2
  65.79517 1.0   -10    -3     3
  67.97569 1.0   -10    -3     4
  70.73122 1.0   -10    -3     5
  74.03799 1.0   -10    -3     6
  77.87765 1.0   -10    -3     7
  82.24138 1.0   -10    -3     8
  87.13402 1.0   -10    -3     9
  85.69878 1.0   -10    -2    -9
  80.79310 1.0   -10    -2    -8
  76.40838 1.0   -10    -2    -7
  72.54240 1.0   -10    -2    -6
  69.20656 1.0   -10    -2    -5
  66.42182 1.0   -10    -2    -4
  64.21471 1.0   -10    -2    -3
  62.61289 1.0   -10    -2    -2
  61.64065 1.0   -10    -2    -1
  61.31460 1.0   -10    -2     0
  61.64065 1.0   -10    -2     1
  62.61289 1.0   -10    -2     2
  64.21471 1.0   -10    -2     3
  66.42182 1.0   -10    -2     4
  69.20656 1.0   -10    -2     5
  72.54240 1.0   -10    -2     6
  76.40838 1.0   -10    -2     7
  80.79310 1.0   -10    -2     8
  85.69878 1.0   -10    -2     9
  90.28648 1.0   -10    -1   -10
  84.83639 1.0   -10    -1    -9
  79.92134 1.0   -10    -1    -8
  75.52249 1.0   -10    -1    -7
  71.63919 1.0   -10    -1    -6
  68.28438 1.0   -10    -1    -5
  65.48068 1.0   -10    -1    -4
  63.25632 1.0   -10    -1    -3
  61.64065 1.0   -10    -1    -2
  60.65942 1.0   -10    -1    -1
  60.33025 1.0   -10    -1     0
  60.65942 1.0   -10    -1     1
  61.64065 1.0   -10    -1     2
  63.25632 1.0   -10    -1     3
  65.48068 1.0   -10    -1     4
  68.28438 1.0   -10    -1     5
  71.63919 1.0   -10    -1     6
  75.52249 1.0   -10    -1     7
  79.92134 1.0   -10    -1     8
  84.83639 1.0   -10    -1     9
  90.28648 1.0   -10    -1    10
  90.00000 1.0   -10     0   -10
  84.54868 1.0   -10     0    -9
  79.63024 1.0   -10     0    -8
  75.22641 1.0   -10     0    -7
  71.33708 1.0   -10     0    -6
  67.97569 1.0   -10     0    -5
  65.16541 1.0   -10     0    -4
  62.93507 1.0   -10     0    -3
  61.31460 1.0   -10     0    -2
  60.33025 1.0   -10     0    -1
  60.00000 1.0   -10     0     0
  60.33025 1.0   -10     0     1
  61.31460 1.0   -10     0     2
  62.93507 1.0   -10     0     3
  65.16541 1.0   -10     0     4
  67.97569 1.0   -10     0     5
  71.33708 1.0   -10     0     6
  75.22641 1.0   -10     0     7
  79.63024 1.0   -10     0     8
  84.54868 1.0   -10     0     9
  90.00000 1.0   -10     0    10
  90.28648 1.0   -10     1   -10
  84.83639 1.0   -10     1    -9
  79.92134 1.0   -10     1    -8
  75.52249 1.0   -10     1    -7
  71.63919 1.0   -10     1    -6
  68.28438 1.0   -10     1    -5
  65.48068 1.0   -10     1    -4
  63.25632 1.0   -10     1    -3
  61.64065 1.0   -10     1    -2
  60.65942 1.0   -10     1    -1
  60.33025 1.0   -10     1     0
  60.65942 1.0   -10     1     1
  61.64065 1.0   -10     1     2
  63.25632 1.0   -10     1     3
  65.48068 1.0   -10     1     4
  68.28438 1.0   -10     1     5
  71.63919 1.0   -10     1     6
  75.52249 1.0   -10     1     7
  79.92134 1.0   -10     1     8
  84.83639 1.0   -10     1     9
  90.28648 1.0   -10     1    10
  85.69878 1.0   -10     2    -9
  80.79310 1.0   -10     2    -8
  76.40838 1.0   -10     2    -7
  72.54240 1.0   -10     2    -6
  69.20656 1.0   -10     2    -5
  66.42182 1.0   -10     2    -4
  64.21471 1.0   -10     2    -3
  62.61289 1.0   -10     2    -2
  61.64065 1.0   -10     2    -1
  61.31460 1.0   -10     2     0
  61.64065 1.0   -10     2     1
  62.61289 1.0   -10     2     2
  64.21471 1.0   -10     2     3
  66.42182 1.0   -10     2     4
  69.20656 1.0   -10     2     5
  72.54240 1.0   -10     2     6
  76.40838 1.0   -10     2     7
  80.79310 1.0   -10     2     8
  85.69878 1.0   -10     2     9
  87.13402 1.0   -10     3    -9
  82.24138 1.0   -10     3    -8
  77.87765 1.0   -10     3    -7
  74.03799 1.0   -10     3    -6
  70.73122 1.0   -10     3    -5
  67.97569 1.0   -10     3    -4
  65.79517 1.0   -10     3    -3
  64.21471 1.0   -10     3    -2
  63.25632 1.0   -10     3    -1
  62.93507 1.0   -10     3     0
  63.25632 1.0   -10     3     1
  64.21471 1.0   -10     3     2
